,Factor1,Factor2,Factor3,Factor4,vote_share
0,-0.15437117285294988,-0.8048913231567943,0.923981386408715,-0.25671194840547973,40.97744360902256
1,-0.668736836307599,0.233975512506209,0.4802393619124116,0.30195944963271537,42.42424242424242
2,-0.667976109975115,0.2312832541064969,0.48696112968358995,0.26229320120395155,49.83164983164984
3,-0.7417738690383099,-0.4652324789330255,1.203340165565179,-0.4238999823716492,50.27624309392266
4,-0.740487587415865,-0.4697853619925792,1.2147047446715045,-0.4909714493097131,43.83561643835616
5,-0.3548033713695379,0.3453773548599194,0.681732719721113,-1.1313733404557589,45.32710280373832
6,-0.5201321264306472,0.01246661434519598,0.8803418544515245,-0.709332632452462,50.70422535211267
7,-0.4842590437186524,1.44405389692054,1.8074437105075156,-0.4742242472985124,38.49765258215962
8,-0.5767922769541769,0.8401248947424235,1.141229673418784,-0.07045988366258776,50.38167938931297
9,1.6621846352272662,2.1883365978168894,1.3300693196133897,0.16559737634210797,9.523809523809524
10,2.0948110347754656,1.8349870350653916,-1.7231171691520453,-0.3135541284755653,27.68361581920904
11,1.31003237070319,-0.05647375112269497,-0.09041763225586917,-0.1766937039609052,36.875
12,1.3528838232055869,0.17001662678820037,-0.41522190088868466,-0.253239974802727,25.0
13,1.3528653541461433,0.1700818912949453,-0.41538410457509867,-0.25228322586408897,26.82926829268293
14,1.2270002774996176,-0.5189268437006452,0.5828173939696674,-0.16294881435971129,21.311475409836063
15,0.9835610367683505,0.6005227739352132,-0.5396614551298369,-1.80302856749623,21.138211382113823
16,0.9821885170431401,0.605382593735869,-0.551790447911235,-1.7314452739119448,39.20454545454545
17,0.9845494281180835,0.5970257216415465,-0.530932286154488,-1.8545466362765477,36.36363636363637
18,0.050695183707450214,-0.7089915022780314,0.04454231529217419,-1.8815701888786263,36.70886075949368
19,0.05239966928256648,-0.7150214126874391,0.059594955681219454,-1.9704111805400977,55.55555555555556
20,0.051454988339663645,-0.711680600608701,0.05125445658289882,-1.9211847101419866,31.25
21,0.25768413017955394,-0.6699359838276705,0.12656107475645265,-1.497898764479027,17.96875
22,-0.5098485174035764,-2.266553284461198,2.5326076921727623,1.466617911848602,20.95238095238096
23,-1.2462142128478482,-1.7037150851279024,3.357449306026192,1.017475232092095,6.593406593406594
24,-0.7377042331476372,-2.0941728061008176,0.3301632933810106,0.02190314577907534,19.387755102040817
25,-0.7377006808408034,-2.0941853615876873,0.3301946712132848,0.021718066918641525,15.909090909090908
26,3.3462734961424214,-0.6688887639440434,-0.7678080722742245,0.17939425448182517,8.433734939759036
27,3.3462396270069115,-0.6687683334205378,-0.7681096529392497,0.18117350754507647,6.722689075630252
28,3.346406595583916,-0.6693595476837775,-0.7666341580208476,0.17246563636491682,4.285714285714286
29,2.9093822579736934,0.20594774749875525,-1.1050963951072021,0.03193643640637667,7.608695652173914
30,-0.26598707399443305,-0.31115448079493185,-0.971964310547778,-0.22184929102575754,29.629629629629623
31,2.102030116739631,0.6701578928969126,-1.0753196312674393,0.12006622044108572,13.432835820895525
32,2.1155164723393556,-1.4353306485820412,0.09868455300497991,0.8799140212265709,4.444444444444445
33,1.8625761503398073,-1.4195091533839794,0.7326854339766734,1.9145011719692446,6.363636363636363
34,1.9816846756863293,-1.4285390921682362,0.43928789186407446,1.405495677423525,6.0606060606060606
35,1.8281731926993665,-1.4190682895961537,0.8244979423463439,2.0315730841469897,2.272727272727273
36,0.7832628495231642,1.2117151308849534,1.2780763269987725,0.8812373412739538,37.368421052631575
37,0.03174859495033085,1.1370195354297457,-0.36252657541490674,1.5635566871916922,38.91625615763547
38,-0.2904624371898034,1.1035057959008399,-1.0632131204306117,1.835148404473256,35.826771653543304
39,0.9842020226296279,0.6503784761001163,1.4702218358037926,-1.4337619789401026,48.24561403508772
40,-0.14486347647809789,0.05584383733085168,0.5867017730486966,0.0532155121953397,51.82481751824818
41,-0.4424039632364652,-0.025642547612536325,-0.5384995184138562,0.2775166526399544,42.00743494423792
42,1.2258211801732686,-0.5147529786398939,0.5723996027906036,-0.10146368517422938,37.83783783783784
43,0.21219262519802665,0.15242296562998622,-0.495560430599395,0.2443702787078938,31.343283582089555
44,-0.12580889425046887,-0.5361614682418226,0.16673661529777412,-0.7686739557314962,38.70967741935484
45,-0.196880440099044,-0.09511556635717568,-0.8827692370514326,-0.015172222212058403,25.203252032520325
46,-0.43365721236756205,0.49154423787380735,-1.7675221844598092,1.751321359145185,25.870646766169152
47,-0.29859048806094085,-0.3757903443204791,0.31914663473238236,0.16297531227202144,15.613382899628252
48,-0.36720273577904344,0.23478432976289043,-0.7893472618921642,0.358428518912617,29.629629629629623
49,-0.5122243195042533,0.1752328827845771,-0.4482794697341326,0.6984074642350717,44.16666666666666
50,-0.24433306170984614,0.3039048602894646,0.7748924559933238,0.5004400668445906,25.70093457943925
51,-0.24433200299502655,0.3039011510456782,0.7749018460871698,0.5003846390747239,52.43243243243243
52,-0.4733713840188643,0.5324977176157303,-0.6519683407859859,1.00030990290898,41.58878504672897
53,-0.35706270636567167,-0.2830969013314255,-0.79588460536751,0.1427621184156624,36.507936507936506
54,-0.26465324752830877,-0.9997227542670191,-0.5494191701802051,-0.2279733297554073,20.88607594936709
55,-0.31451189383678446,-0.7944279890754941,0.21388215344740627,0.8516907730118204,11.518324607329845
56,-0.5181602967124874,-0.43728167177213584,-0.5719036279262026,0.34921006200924765,30.53435114503817
57,-0.41640374557713833,-0.4722766804051961,-0.1958951352236898,0.4251331134716356,35.521235521235525
58,-0.4173429952373196,-0.9380457532829528,-1.0395199413311482,-0.7583065602360819,30.80808080808081
59,-0.545951138643583,-0.232449892713244,-0.8085899246091687,-0.8038484609443297,42.7536231884058
60,-0.4587036342258294,1.65098463787831,1.0853668196258617,0.5550217452364519,44.534412955465584
61,-0.625730443250945,1.012900352101647,-0.23985649057107478,-0.8999061507336248,44.64944649446495
62,-0.46991229551268837,1.2118824865614621,0.06978362491661927,-0.17214145671265918,48.19944598337951
63,-0.6249686713921428,1.0102037905312757,-0.23312509147616808,-0.9396308204407808,51.388888888888886
64,-0.7736535909616501,-0.6087096747091987,-1.2567554984527014,-0.7443085686767389,45.39007092198582
65,-1.2091216696285714,-0.7855013769046516,-1.3694450355139223,0.11368847896678881,36.65480427046264
66,-0.6198073645598736,0.17075635616983179,-1.013066639309476,-0.4363975606951339,35.08771929824561
67,-0.619809727135616,0.170764687256851,-1.0130877740628401,-0.43627292837391835,33.46153846153846
68,-0.6605796399838207,-0.726390943431764,-0.4861941855957427,-0.04393254492650425,30.82706766917293
69,-0.15229373948287572,-0.7456447575659226,0.7883625720225937,0.050438146034120813,40.68441064638783
70,-1.4840068295071827,-0.7358747473410935,-2.0162396218685448,0.6974840342897975,30.20833333333333
71,-1.483462959758707,-0.7377997659284548,-2.011434255109057,0.6691254506850595,33.58490566037736
72,-1.417482082763309,-0.8033879010483693,-1.6674998089479103,0.4884838904093114,15.306122448979592
73,-0.8949776215237308,-0.2860989499276026,-1.6495195348565599,-0.3820476061282265,44.21052631578947
74,-0.38858772844028433,0.9226509867154421,-0.6542959678473103,-0.507650434654481,48.03921568627451
75,0.00518074685360183,1.082684898506539,1.2026134879775112,-0.9827082386465635,43.776824034334766
76,-0.420569031575321,0.8983021585970373,1.2351081396975347,-0.7478469822511038,32.99319727891156
77,-0.48400989738537314,1.4431717874212808,1.8096451690439412,-0.487217714028204,36.76470588235294
78,-0.6885801202319766,-0.7683005569950757,0.7711171771533352,-0.06101451829605394,19.838056680161944
79,-0.5267626727919118,-0.16470642778701106,1.0973580413886626,-0.5535134732708265,41.6030534351145
80,-0.41132809752778077,-1.0203727951102781,-0.1624366398877726,-0.42813019011267733,22.13740458015268
81,-0.5741312101028752,-0.6426673540968466,-0.5884227611932118,0.35804993844443567,8.208955223880597
82,0.2542183729875372,-0.5009949769503458,-0.44712155980276325,0.3977467353726849,22.83464566929134
83,-0.15735794411414622,-1.5539172481305812,-0.05399960694414631,0.8260037575409849,32.515337423312886
84,-0.4677299396083991,-0.8754022518553997,-1.219800680151391,0.23419308347722564,33.56643356643357
85,-0.7473621626693181,0.07517168028642666,-0.6102908534404691,1.328567060869316,20.32085561497326
86,-0.31908485221153887,-0.6204454858934337,1.1234197168844344,-0.2547275182268864,32.23684210526316
87,0.4294389867667442,-1.142694356076372,0.6470271403836381,-0.09446686968327653,8.823529411764707
88,-0.08970669370214769,-0.7812385642719593,0.9799480328492406,-0.2195176615716128,30.57851239669421
89,-0.9453367636894037,0.5254509480324735,-0.45835256278777753,1.7356059826063277,27.89115646258503
90,1.200891451125293,-1.0543555849256012,0.4868026326956097,-0.6576713772003344,18.571428571428573
91,0.5537031805855657,0.6373628906989071,0.3863678496610997,0.05271683878206844,46.10169491525424
92,-0.7224201436257135,-0.34878181877559,-1.1759001219707281,-0.6395524606048456,37.94326241134752
93,-0.7371589277744099,-2.0961032346044455,0.3349816341792509,-0.006533456776063694,18.81188118811881
94,-0.8126596505809711,-0.7671445293368043,0.43766075794565557,-0.014063892948408934,28.57142857142857
95,0.430120329527464,-1.1451066825880387,0.6530482025863752,-0.13000194151081487,32.903225806451616
96,0.7767367541362767,0.7252933565864923,1.055376108652667,-0.883595707474776,48.701298701298704
97,-0.2124414152014828,-0.454979537063175,0.24028162984235046,-0.2877235267670517,28.23529411764705
98,-0.4636577202463581,1.315250860330353,0.5563219523962725,0.7169033411560708,53.990610328638496
99,-0.4325911951192523,0.591862223273978,-1.3669745125443336,-1.195180403360353,43.7007874015748
100,-1.2250414814761883,-0.6217368028586738,-2.0407885501809977,0.4252194860551765,43.38235294117647
101,-0.49687336981698116,0.09348177777713634,1.026951388249401,-0.4777569932401839,42.68774703557312
102,0.20156540437041992,2.7258919702077637,0.5799352308407416,3.3828773491723965,52.94117647058824
103,-0.11364399728541848,1.0714897895120763,-0.26141250202195,0.9081392707471204,57.01492537313433
104,-0.34531413687342605,0.5378860891930115,-1.1667668321885982,-0.7827175976352471,52.54237288135594
105,-0.5383871403835653,2.5951727405775844,-0.1959423376087085,0.7494942062547927,40.75342465753425
106,-0.4978105061823463,0.6152432591214352,-0.515808298841959,-0.13586312525662989,40.46511627906977
107,-0.6509375786363356,0.6928982448899469,0.13793838898940042,0.5133174071460768,34.285714285714285
108,-0.24281736794112577,0.9548467225717877,0.818486946915491,-0.38784770496295246,38.35616438356164
109,0.03801234277806982,1.8272626496293138,-0.5831252501241437,0.18003958258748087,43.00341296928328
110,-0.4855326756153402,1.4485624452808536,1.7961898319677945,-0.40780875112078513,55.51181102362205
111,-0.6012817147283112,1.1351883339677427,0.9853661093790337,-0.071111727035229,52.28215767634856
112,-0.3898053077175743,1.0089198153860766,-0.9489792780297498,-0.4107388976254919,45.38745387453875
113,0.021684848584763123,1.6463778594693104,-0.1717443811445723,-0.08019325975371698,40.94488188976378
114,-0.6509374588675737,0.6928978500194583,0.13793951545280303,0.5133118114251065,40.30303030303031
