ed_name,vs16,vs20,vs24,first_diff,second_diff,third_diff,san16vs,san20vs
82029,16.56,22.22,37.13,5.66,14.910000000000004,20.570000000000004,37.5,33.33
82030,12.75,16.97,36.63,4.219999999999999,19.660000000000004,23.880000000000003,41.88,25.0
82031,9.48,16.83,46.05,7.349999999999998,29.22,36.56999999999999,31.08,22.54
82032,36.29,35.11,47.45,-1.1799999999999997,12.340000000000003,11.160000000000004,46.72,24.51
82033,38.53,43.88,48.37,5.350000000000001,4.489999999999995,9.839999999999996,51.02,21.3
82034,35.83,38.41,38.08,2.5799999999999983,-0.3299999999999983,2.25,51.19,12.64
82035,37.59,35.75,36.89,-1.8400000000000034,1.1400000000000006,-0.7000000000000028,44.2,22.6
82036,34.27,31.88,37.78,-2.390000000000004,5.900000000000002,3.509999999999998,47.06,24.84
82037,28.34,26.65,18.18,-1.6900000000000013,-8.469999999999999,-10.16,32.26,24.64
82038,21.36,23.66,45.47,2.3000000000000007,21.81,24.11,33.81,22.68
82039,30.34,33.97,43.23,3.629999999999999,9.259999999999998,12.889999999999997,56.45,25.93
82040,48.31,48.92,32.27,0.6099999999999994,-16.65,-16.04,56.25,27.69
82041,54.53,54.29,45.35,-0.240000000000002,-8.939999999999998,-9.18,44.66,26.37
82042,49.06,52.48,47.7,3.4199999999999946,-4.779999999999994,-1.3599999999999994,42.31,19.67
82043,56.7,56.81,52.52,0.10999999999999943,-4.289999999999999,-4.18,63.64,20.29
82044,55.03,56.18,47.27,1.1499999999999986,-8.909999999999997,-7.759999999999998,48.86,29.41
82046,60.68,59.72,13.27,-0.9600000000000009,-46.45,-47.41,52.48,25.3
82047,58.93,61.08,12.7,2.1499999999999986,-48.379999999999995,-46.230000000000004,65.85,24.19
82048,58.32,59.3,12.07,0.9799999999999969,-47.23,-46.25,47.0,19.77
82049,63.56,62.15,12.16,-1.4100000000000037,-49.989999999999995,-51.400000000000006,46.9,23.53
82050,30.03,29.95,10.03,-0.08000000000000185,-19.92,-20.0,44.55,14.88
82051,28.83,30.51,8.03,1.6800000000000033,-22.480000000000004,-20.799999999999997,45.0,33.33
82053,25.06,28.26,44.8,3.200000000000003,16.539999999999996,19.74,48.67,26.83
82054,2.0,4.17,11.28,2.17,7.109999999999999,9.28,20.0,6.25
82055,45.4,40.96,16.34,-4.439999999999998,-24.62,-29.06,45.92,26.51
82056,39.0,33.6,12.35,-5.399999999999999,-21.25,-26.65,49.11,19.8
82057,41.96,36.67,13.6,-5.289999999999999,-23.07,-28.36,49.62,29.79
82058,49.42,44.59,9.66,-4.829999999999998,-34.93000000000001,-39.760000000000005,45.1,26.88
82059,16.67,18.64,12.64,1.9699999999999989,-6.0,-4.030000000000001,8.33,18.52
82060,46.32,43.41,13.11,-2.9100000000000037,-30.299999999999997,-33.21,41.04,16.53
82061,44.2,40.75,10.97,-3.450000000000003,-29.78,-33.230000000000004,46.99,16.48
82062,47.71,43.46,11.81,-4.25,-31.65,-35.9,51.2,21.01
82063,43.68,44.51,13.54,0.8299999999999983,-30.97,-30.14,41.46,16.67
82064,21.11,19.52,14.19,-1.5899999999999999,-5.33,-6.92,53.93,22.75
82065,7.29,9.35,13.3,2.0599999999999996,3.950000000000001,6.010000000000001,23.37,8.33
82066,9.88,10.96,16.77,1.08,5.809999999999999,6.889999999999999,21.86,13.64
82072,6.49,8.8,,2.3100000000000005,,,22.03,13.79
82076,4.29,7.88,,3.59,,,28.27,14.74
82077,4.09,5.54,,1.4500000000000002,,,23.53,8.45
82078,6.02,7.91,,1.8900000000000006,,,22.27,12.11
82079,5.59,7.63,,2.04,,,20.44,6.2
83001,4.92,9.34,13.89,4.42,4.550000000000001,8.97,24.34,13.25
83003,3.73,6.24,16.51,2.5100000000000002,10.270000000000001,12.780000000000001,23.93,15.15
83004,6.94,13.64,10.09,6.7,-3.5500000000000007,3.1499999999999995,31.08,11.11
83006,3.81,6.35,10.21,2.5399999999999996,3.860000000000001,6.4,18.54,13.9
83007,1.95,4.79,10.62,2.84,5.829999999999999,8.67,22.31,11.11
83008,4.34,5.0,14.46,0.6600000000000001,9.46,10.120000000000001,31.51,21.35
83009,3.1,7.34,14.78,4.24,7.4399999999999995,11.68,22.02,11.7
83010,2.81,5.42,14.89,2.61,9.47,12.08,18.1,9.27
83011,3.8,5.45,12.55,1.6500000000000004,7.1000000000000005,8.75,19.09,8.81
83013,3.62,6.24,16.23,2.62,9.99,12.61,17.65,14.06
83014,2.99,5.9,18.18,2.91,12.28,15.19,24.68,14.48
83015,2.4,6.49,14.94,4.09,8.45,12.54,23.63,9.09
83016,1.52,6.36,9.59,4.84,3.2299999999999995,8.07,23.08,15.69
83017,1.77,3.86,12.63,2.09,8.770000000000001,10.860000000000001,24.52,11.07
83018,2.17,4.09,14.71,1.92,10.620000000000001,12.540000000000001,22.32,17.05
83019,3.43,6.25,14.88,2.82,8.63,11.450000000000001,15.23,10.34
83020,1.51,3.23,12.66,1.72,9.43,11.15,20.0,11.85
83021,2.62,3.41,7.32,0.79,3.91,4.7,21.36,10.07
83022,4.68,8.76,10.88,4.08,2.120000000000001,6.200000000000001,36.36,24.56
83023,3.36,10.29,9.77,6.93,-0.5199999999999996,6.41,27.91,26.53
83024,3.0,4.43,11.18,1.4299999999999997,6.75,8.18,19.8,17.53
83025,2.58,7.75,9.16,5.17,1.4100000000000001,6.58,23.95,9.88
83026,5.26,10.22,11.93,4.960000000000001,1.709999999999999,6.67,20.75,6.19
83027,5.36,9.39,19.17,4.03,9.780000000000001,13.810000000000002,23.71,9.9
83028,3.66,8.97,12.31,5.3100000000000005,3.34,8.65,22.96,18.63
83029,4.72,7.21,13.66,2.49,6.45,8.940000000000001,27.01,11.28
83030,5.56,7.66,18.83,2.1000000000000005,11.169999999999998,13.27,17.32,14.89
83031,2.62,3.41,16.77,0.79,13.36,14.149999999999999,16.79,16.12
83032,3.06,5.4,13.1,2.3400000000000003,7.699999999999999,10.04,21.83,13.37
83033,3.92,6.94,10.42,3.0200000000000005,3.4799999999999995,6.5,24.34,10.92
83034,2.53,6.45,13.54,3.9200000000000004,7.089999999999999,11.01,21.55,11.35
83035,4.45,5.21,14.48,0.7599999999999998,9.27,10.030000000000001,26.11,10.46
83036,5.81,6.2,9.75,0.39000000000000057,3.55,3.9400000000000004,22.12,11.34
83037,1.12,6.86,6.75,5.74,-0.11000000000000032,5.63,20.13,5.36
83038,2.5,6.76,16.99,4.26,10.229999999999999,14.489999999999998,23.91,12.5
83039,3.39,5.42,11.97,2.03,6.550000000000001,8.58,21.11,17.81
83040,2.07,3.67,14.88,1.6,11.21,12.81,18.72,12.66
83041,3.19,4.88,6.8,1.69,1.92,3.61,21.47,12.72
83042,2.56,5.66,13.7,3.1,8.04,11.139999999999999,20.0,12.88
83043,1.85,3.38,11.09,1.5299999999999998,7.71,9.24,27.78,12.93
83044,2.32,4.05,9.23,1.73,5.180000000000001,6.91,27.75,13.99
83045,2.33,4.07,8.04,1.7400000000000002,3.969999999999999,5.709999999999999,21.66,12.25
83046,5.58,7.81,17.12,2.2299999999999995,9.310000000000002,11.540000000000001,24.89,23.2
83047,5.1,9.47,11.03,4.370000000000001,1.5599999999999987,5.93,25.9,19.27
83048,2.86,10.29,10.68,7.43,0.39000000000000057,7.82,21.84,9.92
83049,3.1,8.13,14.74,5.030000000000001,6.609999999999999,11.64,29.86,16.77
83050,3.93,10.94,20.2,7.01,9.26,16.27,25.96,9.94
83051,1.92,6.29,19.09,4.37,12.8,17.17,17.67,12.14
83052,3.36,7.8,14.4,4.4399999999999995,6.6000000000000005,11.040000000000001,27.56,12.42
83053,3.12,5.94,7.14,2.8200000000000003,1.1999999999999993,4.02,24.66,8.6
83054,2.54,7.0,12.57,4.46,5.57,10.030000000000001,24.22,9.48
83055,1.95,6.26,,4.31,,,20.77,14.38
83056,3.5,4.52,,1.0199999999999996,,,19.29,10.53
83058,2.05,11.86,14.72,9.809999999999999,2.860000000000001,12.670000000000002,37.1,22.58
83059,2.81,9.21,5.19,6.4,-4.0200000000000005,2.3800000000000003,26.5,16.99
83060,6.55,12.15,0.0,5.6000000000000005,-12.15,-6.55,22.55,18.92
83061,1.81,6.98,14.9,5.17,7.92,13.09,27.95,14.81
83062,2.25,9.62,12.36,7.369999999999999,2.74,10.11,27.17,11.48
83063,2.83,7.44,5.83,4.61,-1.6100000000000003,3.0,27.34,27.96
83064,2.78,5.14,15.73,2.36,10.59,12.950000000000001,27.37,9.5
83065,3.23,3.92,20.25,0.69,16.33,17.02,24.62,9.35
83066,4.26,5.55,7.64,1.29,2.09,3.38,19.68,11.5
83067,3.96,9.19,8.87,5.2299999999999995,-0.3200000000000003,4.909999999999999,33.74,17.24
84001,4.84,16.16,31.54,11.32,15.379999999999999,26.7,29.12,28.93
84002,4.0,15.38,30.67,11.38,15.290000000000001,26.67,29.55,29.66
84003,4.91,15.43,36.22,10.52,20.79,31.31,21.3,33.58
84004,3.47,17.0,33.09,13.53,16.090000000000003,29.620000000000005,27.12,31.88
84005,5.79,16.51,29.52,10.720000000000002,13.009999999999998,23.73,26.94,25.0
84006,4.36,10.29,34.64,5.929999999999999,24.35,30.28,25.11,28.68
84007,4.4,11.72,35.26,7.32,23.54,30.86,21.67,28.57
84008,5.36,14.86,26.83,9.5,11.969999999999999,21.47,31.44,23.08
84009,5.71,12.95,22.38,7.239999999999999,9.43,16.669999999999998,22.08,18.35
84010,3.17,10.46,28.12,7.290000000000001,17.66,24.950000000000003,32.24,22.35
84011,4.03,16.77,26.62,12.739999999999998,9.850000000000001,22.59,27.83,29.3
84012,4.59,16.09,26.84,11.5,10.75,22.25,31.07,34.07
84013,5.51,14.84,23.36,9.33,8.52,17.85,29.68,25.98
84014,6.71,10.92,20.29,4.21,9.37,13.579999999999998,37.38,32.17
84015,3.93,17.49,34.29,13.559999999999999,16.8,30.36,29.57,39.09
84016,3.96,10.91,15.89,6.95,4.98,11.93,38.52,23.13
84017,4.06,18.02,21.56,13.96,3.539999999999999,17.5,37.86,22.22
84018,4.44,7.84,29.29,3.3999999999999995,21.45,24.849999999999998,44.12,26.61
84019,4.02,11.89,22.02,7.870000000000001,10.129999999999999,18.0,19.12,28.83
84020,3.23,10.32,22.86,7.09,12.54,19.63,49.09,31.95
84021,0.0,16.67,23.19,16.67,6.52,23.19,40.0,19.35
84022,9.68,13.95,25.17,4.27,11.220000000000002,15.490000000000002,29.67,42.42
84023,3.29,8.76,29.63,5.47,20.869999999999997,26.34,26.2,19.01
84024,5.8,11.78,31.12,5.9799999999999995,19.340000000000003,25.32,32.56,16.39
84025,3.99,8.72,30.47,4.73,21.75,26.479999999999997,39.02,28.87
84026,3.27,12.59,26.26,9.32,13.670000000000002,22.990000000000002,19.77,43.66
84027,2.08,10.2,25.36,8.12,15.16,23.28,32.98,23.71
84028,4.37,15.17,27.9,10.8,12.729999999999999,23.529999999999998,34.08,26.79
84029,2.93,12.72,23.28,9.790000000000001,10.56,20.35,25.85,19.44
84030,3.28,7.43,26.68,4.15,19.25,23.4,29.92,29.87
84031,2.92,9.09,25.79,6.17,16.7,22.869999999999997,22.88,24.44
84032,1.59,11.11,25.7,9.52,14.59,24.11,25.84,22.92
84033,5.75,14.21,22.51,8.46,8.3,16.76,27.52,41.76
84034,4.39,10.89,25.57,6.500000000000001,14.68,21.18,24.84,27.08
84035,6.06,14.1,26.48,8.04,12.38,20.42,32.49,24.82
84036,3.16,6.67,20.96,3.51,14.290000000000001,17.8,37.74,15.87
84037,4.71,14.02,19.8,9.309999999999999,5.780000000000001,15.09,26.98,37.82
84038,7.43,16.29,33.4,8.86,17.11,25.97,24.04,28.16
84039,8.36,14.23,30.95,5.870000000000001,16.72,22.59,26.83,31.54
84040,3.93,13.25,26.19,9.32,12.940000000000001,22.26,34.8,30.16
84041,6.84,14.22,27.24,7.380000000000001,13.019999999999998,20.4,36.57,24.07
84042,4.01,11.61,21.34,7.6,9.73,17.33,33.61,22.46
84043,4.86,16.04,20.52,11.18,4.48,15.66,27.67,24.29
84044,4.51,11.55,22.45,7.040000000000001,10.899999999999999,17.939999999999998,23.12,32.11
84045,6.58,11.23,23.94,4.65,12.71,17.36,26.61,25.61
84046,5.31,16.5,24.1,11.190000000000001,7.600000000000001,18.790000000000003,20.57,35.54
84047,4.02,12.18,30.77,8.16,18.59,26.75,41.79,34.55
84048,9.4,17.91,19.58,8.51,1.6699999999999982,10.179999999999998,33.33,21.93
84049,6.06,10.26,22.97,4.2,12.709999999999999,16.91,36.92,19.51
84050,5.16,14.56,29.06,9.4,14.499999999999998,23.9,27.97,20.42
84051,4.33,12.4,16.14,8.07,3.74,11.81,34.46,26.67
84052,4.47,14.53,25.49,10.059999999999999,10.959999999999999,21.02,30.45,29.31
84054,6.13,12.23,25.1,6.1000000000000005,12.870000000000001,18.970000000000002,31.34,24.59
84055,6.26,14.95,25.87,8.69,10.920000000000002,19.61,29.41,31.25
84056,3.09,12.81,28.51,9.72,15.700000000000001,25.42,36.98,25.56
84057,6.17,15.34,24.86,9.17,9.52,18.689999999999998,31.58,33.33
84058,7.49,12.82,29.36,5.33,16.54,21.869999999999997,28.98,28.57
84059,4.26,11.92,26.09,7.66,14.17,21.83,33.64,34.19
84060,7.35,20.0,34.57,12.65,14.57,27.22,34.4,36.9
84061,3.36,11.11,20.35,7.75,9.240000000000002,16.990000000000002,32.14,36.75
84062,4.85,11.11,,6.26,,,34.18,29.55
84064,4.62,11.01,27.96,6.39,16.950000000000003,23.34,35.5,30.0
84065,4.25,11.9,28.29,7.65,16.39,24.04,32.67,33.85
84066,6.32,15.58,17.51,9.26,1.9300000000000015,11.190000000000001,28.68,19.27
84067,4.21,12.77,10.75,8.559999999999999,-2.0199999999999996,6.54,28.44,26.92
85001,4.61,7.99,20.58,3.38,12.589999999999998,15.969999999999999,30.64,10.56
85002,8.17,15.32,28.5,7.15,13.18,20.33,27.8,18.47
85003,9.68,15.84,33.44,6.16,17.599999999999998,23.759999999999998,30.12,13.89
85004,9.37,14.91,32.02,5.540000000000001,17.110000000000003,22.650000000000006,31.5,21.64
85005,8.65,13.3,23.4,4.65,10.099999999999998,14.749999999999998,31.02,19.44
85006,10.39,20.06,27.06,9.669999999999998,7.0,16.669999999999998,38.46,21.36
85007,8.63,18.3,25.59,9.67,7.289999999999999,16.96,30.12,13.89
85008,7.51,16.1,27.6,8.590000000000002,11.5,20.090000000000003,30.0,25.0
85009,6.32,12.42,31.5,6.1,19.08,25.18,30.65,23.39
85010,4.74,10.53,21.5,5.789999999999999,10.97,16.759999999999998,29.08,11.76
85011,2.78,12.07,23.01,9.290000000000001,10.940000000000001,20.23,26.67,15.6
85012,4.19,12.42,23.33,8.23,10.909999999999998,19.139999999999997,26.89,20.16
85013,1.35,4.27,23.36,2.9199999999999995,19.09,22.009999999999998,29.92,12.03
85014,3.56,15.08,17.68,11.52,2.5999999999999996,14.12,29.23,23.96
85015,4.91,12.73,13.24,7.82,0.5099999999999998,8.33,24.53,24.75
85016,1.44,13.45,18.88,12.01,5.43,17.439999999999998,23.64,22.54
85017,1.86,8.79,24.09,6.929999999999999,15.3,22.23,23.27,26.09
85018,31.03,33.33,50.0,2.299999999999997,16.67,18.97,26.67,28.57
85019,1.34,5.5,24.24,4.16,18.74,22.9,29.64,9.74
85020,3.4,5.87,20.48,2.47,14.61,17.080000000000002,23.68,11.49
85021,2.62,7.47,23.28,4.85,15.810000000000002,20.66,26.1,11.82
85022,4.41,9.84,26.72,5.43,16.88,22.31,27.61,23.96
85023,1.88,9.31,28.03,7.430000000000001,18.72,26.150000000000002,25.53,13.41
85024,3.37,7.17,31.07,3.8,23.9,27.7,22.94,11.11
85025,2.78,8.08,21.06,5.300000000000001,12.979999999999999,18.279999999999998,29.5,12.42
85026,4.99,7.76,25.19,2.7699999999999996,17.43,20.200000000000003,28.88,18.01
85027,8.71,14.24,25.23,5.529999999999999,10.99,16.52,35.35,20.61
85028,1.72,7.37,23.39,5.65,16.02,21.67,18.18,16.67
85029,3.17,10.84,27.75,7.67,16.91,24.58,27.27,16.04
85030,3.56,14.23,29.4,10.67,15.169999999999998,25.84,29.79,28.83
85031,2.65,11.53,23.92,8.879999999999999,12.390000000000002,21.270000000000003,28.57,22.35
85032,7.79,17.48,27.27,9.690000000000001,9.79,19.48,27.4,21.43
85033,6.31,11.56,25.15,5.250000000000001,13.589999999999998,18.84,31.39,27.61
85034,4.29,12.09,23.27,7.8,11.18,18.98,25.23,29.17
85035,,,28.83,,,,,
85036,4.05,13.28,28.94,9.23,15.660000000000002,24.89,38.24,25.56
85037,2.04,6.45,26.64,4.41,20.19,24.6,27.09,20.75
85038,1.99,14.44,100.0,12.45,85.56,98.01,32.32,35.29
85039,3.5,10.7,27.59,7.199999999999999,16.89,24.09,26.98,22.22
85040,4.8,16.67,27.44,11.870000000000001,10.77,22.64,30.56,30.67
85041,6.55,15.98,27.95,9.43,11.969999999999999,21.4,27.76,37.21
85042,5.0,12.8,24.74,7.800000000000001,11.939999999999998,19.74,28.14,27.41
85043,10.03,16.01,24.75,5.980000000000002,8.739999999999998,14.72,30.37,42.48
85044,4.26,20.04,29.59,15.78,9.55,25.33,20.25,37.93
85045,6.93,14.5,34.21,7.57,19.71,27.28,35.62,28.44
85046,3.59,11.28,20.62,7.6899999999999995,9.340000000000002,17.03,29.27,22.89
85047,5.41,14.38,32.41,8.97,18.029999999999994,26.999999999999996,26.98,29.69
85048,6.78,12.37,29.57,5.589999999999999,17.200000000000003,22.79,27.18,33.82
85049,5.47,14.25,35.26,8.780000000000001,21.009999999999998,29.79,23.17,25.0
85050,4.69,14.37,29.87,9.68,15.500000000000002,25.18,25.71,30.6
85051,5.38,13.16,7.09,7.78,-6.07,1.71,25.87,28.15
85052,4.31,12.62,16.09,8.309999999999999,3.4700000000000006,11.780000000000001,33.51,28.93
85053,6.15,14.56,9.9,8.41,-4.66,3.75,31.47,24.03
85054,8.3,14.47,25.25,6.17,10.78,16.95,25.84,25.35
85055,6.46,14.99,,8.530000000000001,,,32.11,31.48
85056,5.26,10.7,,5.4399999999999995,,,25.61,27.47
85058,5.36,15.3,,9.940000000000001,,,30.73,38.36
85061,7.55,13.53,,5.9799999999999995,,,22.34,25.85
85062,5.57,15.62,,10.049999999999999,,,25.32,30.0
86001,2.33,14.33,31.97,12.0,17.64,29.64,18.42,24.74
86002,3.85,16.3,28.98,12.450000000000001,12.68,25.13,29.03,30.13
86003,5.67,18.07,25.0,12.4,6.93,19.33,18.52,20.0
86004,6.42,21.36,31.45,14.94,10.09,25.03,29.59,19.7
86005,3.32,18.15,37.21,14.829999999999998,19.060000000000002,33.89,23.36,34.38
86006,3.95,10.38,35.32,6.430000000000001,24.939999999999998,31.37,28.89,15.32
86007,4.47,17.39,32.96,12.920000000000002,15.57,28.490000000000002,22.75,31.07
86008,4.49,15.48,36.54,10.99,21.06,32.05,25.66,33.87
86009,2.83,14.93,33.33,12.1,18.4,30.5,27.65,26.62
86010,5.13,14.59,28.35,9.46,13.760000000000002,23.220000000000002,32.48,23.33
86011,4.3,14.4,32.91,10.100000000000001,18.509999999999998,28.609999999999996,27.56,29.1
86012,7.06,16.92,31.36,9.860000000000003,14.439999999999998,24.3,26.07,28.68
86013,4.08,19.55,42.29,15.47,22.74,38.21,26.18,23.26
86014,5.44,15.38,34.22,9.940000000000001,18.839999999999996,28.779999999999998,34.05,38.98
86015,4.12,12.43,29.62,8.309999999999999,17.19,25.5,28.18,21.6
86016,3.83,16.8,32.92,12.97,16.12,29.090000000000003,24.81,30.7
86017,5.26,22.18,27.21,16.92,5.030000000000001,21.950000000000003,23.85,36.07
86018,5.03,19.81,36.74,14.779999999999998,16.930000000000003,31.71,32.31,34.34
86019,6.32,17.53,34.19,11.21,16.659999999999997,27.869999999999997,30.64,22.52
86020,5.51,15.77,29.4,10.26,13.629999999999999,23.89,35.53,28.26
86021,2.99,6.25,37.39,3.26,31.14,34.4,34.38,26.47
86022,3.77,16.06,33.05,12.29,16.99,29.279999999999998,29.38,29.9
86023,5.01,16.3,30.19,11.290000000000001,13.89,25.18,31.46,31.46
86024,5.47,14.84,41.09,9.370000000000001,26.250000000000004,35.620000000000005,28.18,22.92
86025,3.3,12.38,44.89,9.080000000000002,32.51,41.59,28.82,13.86
86026,5.25,15.59,37.52,10.34,21.930000000000003,32.27,24.71,40.0
86027,5.94,21.53,32.95,15.59,11.420000000000002,27.01,23.08,43.33
86028,4.91,19.13,30.66,14.219999999999999,11.530000000000001,25.75,23.39,25.18
86029,4.23,15.44,32.7,11.209999999999999,17.260000000000005,28.470000000000002,25.13,11.72
86030,7.87,20.98,37.44,13.11,16.459999999999997,29.569999999999997,34.56,14.71
86031,5.67,18.27,24.6,12.6,6.330000000000002,18.93,25.76,24.51
86032,3.55,15.86,25.0,12.309999999999999,9.14,21.45,19.09,22.5
86033,3.7,12.71,34.49,9.010000000000002,21.78,30.790000000000003,25.3,23.3
86034,3.38,15.17,38.54,11.79,23.369999999999997,35.16,25.54,30.07
86035,3.73,19.77,21.27,16.04,1.5,17.54,26.98,25.27
86036,5.15,17.92,26.38,12.770000000000001,8.459999999999997,21.229999999999997,25.42,21.05
86037,5.41,9.75,26.0,4.34,16.25,20.59,27.56,35.71
86038,4.76,9.49,27.72,4.73,18.229999999999997,22.96,18.89,24.1
86039,5.51,10.68,29.94,5.17,19.26,24.43,31.54,32.45
86040,4.69,15.83,35.71,11.14,19.880000000000003,31.02,27.32,16.67
86041,4.05,13.84,28.67,9.79,14.830000000000002,24.62,35.51,22.22
86043,1.69,16.24,28.93,14.549999999999999,12.690000000000001,27.24,23.08,44.44
86044,5.82,10.81,28.67,4.99,17.86,22.85,39.34,43.24
86045,4.82,15.32,38.14,10.5,22.82,33.32,21.02,31.36
86046,2.52,11.11,37.33,8.59,26.22,34.809999999999995,24.62,31.68
86047,2.54,7.31,30.52,4.77,23.21,27.98,29.64,21.94
86048,5.98,14.67,32.55,8.69,17.879999999999995,26.569999999999997,26.67,21.95
86049,5.28,13.86,23.67,8.579999999999998,9.810000000000002,18.39,35.03,24.62
86050,3.53,10.77,32.25,7.24,21.48,28.72,33.68,18.94
86051,2.97,13.11,35.79,10.139999999999999,22.68,32.82,29.93,27.45
86052,5.09,17.97,38.18,12.879999999999999,20.21,33.09,22.54,22.0
86053,4.48,11.98,30.63,7.5,18.65,26.15,29.8,25.3
87002,3.44,13.79,29.64,10.35,15.850000000000001,26.2,27.97,33.71
87003,4.11,16.2,32.54,12.09,16.34,28.43,27.1,20.31
87004,4.26,12.11,28.78,7.85,16.67,24.520000000000003,25.75,28.05
87005,3.67,14.33,26.42,10.66,12.090000000000002,22.75,25.53,31.11
87006,6.39,16.51,25.65,10.120000000000001,9.139999999999997,19.259999999999998,21.19,23.2
87007,3.85,10.96,24.43,7.110000000000001,13.469999999999999,20.58,30.57,32.89
87008,3.68,7.47,27.05,3.7899999999999996,19.580000000000002,23.37,34.07,28.71
87009,5.97,16.18,25.29,10.21,9.11,19.32,24.24,32.0
87010,6.19,10.85,29.42,4.659999999999999,18.57,23.23,24.49,13.11
87011,3.25,11.34,31.25,8.09,19.91,28.0,20.96,28.78
87013,8.62,16.54,26.65,7.92,10.11,18.03,23.08,30.88
87014,5.49,12.43,21.86,6.9399999999999995,9.43,16.369999999999997,21.05,28.33
87016,8.39,14.79,19.94,6.399999999999999,5.150000000000002,11.55,25.0,22.39
87017,10.33,16.23,16.81,5.9,0.5799999999999983,6.479999999999999,32.61,24.53
87018,7.53,15.1,15.01,7.569999999999999,-0.08999999999999986,7.4799999999999995,35.0,22.73
87019,8.41,15.9,18.29,7.49,2.389999999999999,9.879999999999999,30.7,26.37
87020,10.23,16.42,16.41,6.190000000000001,-0.010000000000001563,6.18,41.26,25.95
87021,2.3,9.23,19.27,6.930000000000001,10.04,16.97,24.56,27.27
87022,5.34,7.17,21.5,1.83,14.33,16.16,22.31,14.29
87023,7.93,17.92,19.64,9.990000000000002,1.7199999999999989,11.71,34.23,20.37
87024,7.95,14.49,23.62,6.54,9.13,15.670000000000002,34.74,21.79
87025,3.74,11.21,26.7,7.470000000000001,15.489999999999998,22.96,43.55,18.67
87026,7.59,11.53,26.27,3.9399999999999995,14.74,18.68,37.84,25.34
87027,7.37,16.45,28.25,9.079999999999998,11.8,20.88,41.38,34.12
87028,6.52,12.82,32.29,6.300000000000001,19.47,25.77,32.56,27.78
87029,11.11,19.54,27.76,8.43,8.220000000000002,16.650000000000002,42.4,19.23
87030,6.94,10.95,32.64,4.009999999999999,21.69,25.7,34.85,18.75
87031,5.44,12.13,36.28,6.69,24.15,30.84,24.07,24.39
87032,6.95,10.6,35.04,3.6499999999999995,24.439999999999998,28.09,20.53,18.56
87034,9.64,17.9,35.9,8.259999999999998,18.0,26.259999999999998,25.57,28.42
87035,6.52,10.73,25.78,4.210000000000001,15.05,19.26,25.73,33.96
87036,8.18,15.18,45.35,7.0,30.17,37.17,37.65,27.45
87037,8.77,17.37,20.0,8.600000000000001,2.629999999999999,11.23,38.66,25.71
87038,4.91,12.61,35.42,7.699999999999999,22.810000000000002,30.51,29.17,32.88
87039,8.99,12.7,39.5,3.709999999999999,26.8,30.509999999999998,28.57,35.33
87040,8.46,16.85,27.8,8.39,10.95,19.34,28.68,16.2
87041,10.62,11.73,40.87,1.1100000000000012,29.139999999999997,30.25,34.78,19.23
87042,5.21,9.01,28.24,3.8,19.229999999999997,23.029999999999998,31.53,16.48
87044,18.85,25.58,33.16,6.729999999999997,7.579999999999998,14.309999999999995,47.22,29.41
87046,11.02,19.32,18.48,8.3,-0.8399999999999999,7.460000000000001,44.52,18.09
87047,5.7,8.54,31.25,2.839999999999999,22.71,25.55,31.89,17.36
87048,3.45,9.59,29.05,6.14,19.46,25.6,28.67,15.2
87049,7.75,9.14,17.94,1.3900000000000006,8.8,10.190000000000001,30.24,16.09
87050,4.98,6.04,23.61,1.0599999999999996,17.57,18.63,28.12,16.85
87051,3.88,8.21,24.31,4.330000000000001,16.099999999999998,20.43,31.41,17.24
87052,5.8,9.03,17.52,3.2299999999999995,8.49,11.719999999999999,26.34,13.04
87053,7.22,9.65,23.4,2.4300000000000006,13.749999999999998,16.18,35.81,16.35
87054,9.26,12.57,17.88,3.3100000000000005,5.309999999999999,8.62,31.56,13.17
87055,8.07,12.65,27.72,4.58,15.069999999999999,19.65,34.39,17.36
87056,9.06,10.08,37.5,1.0199999999999996,27.42,28.439999999999998,35.71,17.01
87057,7.71,13.82,,6.11,,,28.4,14.44
87059,6.61,7.24,,0.6299999999999999,,,30.79,8.99
